PM2.5,PM10,CO,NO2,SO2,O3,Time,hour
100.0,140.0,1.81,10.0,50.0,2.0,2018-11-26 07:00:00,2018-11-26 07:00:00
96.0,127.0,1.853,10.0,57.0,3.0,2018-11-26 08:00:00,2018-11-26 08:00:00
98.0,152.0,1.713,10.0,70.0,6.0,2018-11-26 09:00:00,2018-11-26 09:00:00
101.0,157.0,1.702,8.0,68.0,10.0,2018-11-26 10:00:00,2018-11-26 10:00:00
104.0,169.0,1.79,8.0,54.0,33.0,2018-11-26 11:00:00,2018-11-26 11:00:00
117.0,141.0,1.514,8.0,55.0,44.0,2018-11-26 12:00:00,2018-11-26 12:00:00
129.0,135.0,1.502,8.0,58.0,55.0,2018-11-26 13:00:00,2018-11-26 13:00:00
143.0,151.0,1.595,8.0,69.0,50.0,2018-11-26 14:00:00,2018-11-26 14:00:00
155.0,175.0,1.637,8.0,83.0,44.0,2018-11-26 15:00:00,2018-11-26 15:00:00
168.0,193.0,1.791,8.0,99.0,21.0,2018-11-26 16:00:00,2018-11-26 16:00:00
164.0,208.0,2.029,8.0,101.0,3.0,2018-11-26 17:00:00,2018-11-26 17:00:00
152.0,222.0,2.497,9.0,93.0,3.0,2018-11-26 18:00:00,2018-11-26 18:00:00
144.0,220.0,2.87,11.0,79.0,2.0,2018-11-26 19:00:00,2018-11-26 19:00:00
140.0,216.0,2.614,12.0,77.0,2.0,2018-11-26 20:00:00,2018-11-26 20:00:00
127.0,219.0,1.988,12.0,84.0,2.0,2018-11-26 21:00:00,2018-11-26 21:00:00
79.0,93.0,1.677,9.0,77.0,2.0,2018-11-26 22:00:00,2018-11-26 22:00:00
54.0,61.0,1.5,7.0,77.0,2.0,2018-11-26 23:00:00,2018-11-26 23:00:00
45.0,53.0,1.456,7.0,75.0,3.0,2018-11-27 00:00:00,2018-11-27 00:00:00
39.0,50.0,1.686,6.0,64.0,8.0,2018-11-27 01:00:00,2018-11-27 01:00:00
43.0,51.0,1.454,6.0,43.0,23.0,2018-11-27 02:00:00,2018-11-27 02:00:00
44.0,51.0,1.412,6.0,32.0,37.0,2018-11-27 03:00:00,2018-11-27 03:00:00
36.0,61.0,1.386,6.0,26.0,48.0,2018-11-27 04:00:00,2018-11-27 04:00:00
42.0,62.0,1.386,6.0,27.0,46.0,2018-11-27 05:00:00,2018-11-27 05:00:00
46.0,69.0,1.425,6.0,33.0,39.0,2018-11-27 06:00:00,2018-11-27 06:00:00
45.0,69.0,1.716,6.0,43.0,27.0,2018-11-27 07:00:00,2018-11-27 07:00:00
51.0,71.0,1.884,6.0,47.0,26.0,2018-11-27 08:00:00,2018-11-27 08:00:00
55.0,66.0,1.656,6.0,51.0,28.0,2018-11-27 09:00:00,2018-11-27 09:00:00
72.0,82.0,1.762,7.0,60.0,32.0,2018-11-27 10:00:00,2018-11-27 10:00:00
87.0,102.0,1.966,8.0,70.0,36.0,2018-11-27 11:00:00,2018-11-27 11:00:00
85.0,111.0,2.097,11.0,77.0,43.0,2018-11-27 12:00:00,2018-11-27 12:00:00
78.0,108.0,2.049,14.0,81.0,62.0,2018-11-27 13:00:00,2018-11-27 13:00:00
82.0,111.0,2.146,13.0,86.0,65.0,2018-11-27 14:00:00,2018-11-27 14:00:00
89.0,121.0,2.043,12.0,92.0,61.0,2018-11-27 15:00:00,2018-11-27 15:00:00
87.0,123.0,2.252,11.0,108.0,23.0,2018-11-27 16:00:00,2018-11-27 16:00:00
95.0,146.0,2.999,10.0,108.0,4.0,2018-11-27 17:00:00,2018-11-27 17:00:00
139.0,247.84499999999935,3.015604999999994,12.0,108.0,4.0,2018-11-27 18:00:00,2018-11-27 18:00:00
134.0,239.0,3.015604999999994,14.0,106.0,2.0,2018-11-27 19:00:00,2018-11-27 19:00:00
121.0,213.0,3.015604999999994,14.0,92.0,2.0,2018-11-27 20:00:00,2018-11-27 20:00:00
115.0,175.0,3.015604999999994,14.0,82.0,2.0,2018-11-27 21:00:00,2018-11-27 21:00:00
102.0,142.0,3.015604999999994,14.0,77.0,2.0,2018-11-27 22:00:00,2018-11-27 22:00:00
91.0,129.0,2.405,12.0,76.0,2.0,2018-11-27 23:00:00,2018-11-27 23:00:00
89.0,118.0,2.348,11.0,66.0,2.0,2018-11-28 00:00:00,2018-11-28 00:00:00
84.0,116.0,2.246,11.0,59.0,2.0,2018-11-28 01:00:00,2018-11-28 01:00:00
86.0,104.0,1.956,10.0,58.0,2.0,2018-11-28 02:00:00,2018-11-28 02:00:00
86.0,110.0,1.812,8.0,50.0,2.0,2018-11-28 03:00:00,2018-11-28 03:00:00
84.0,105.0,1.714,8.0,48.0,2.0,2018-11-28 04:00:00,2018-11-28 04:00:00
92.0,118.0,1.814,8.0,48.0,2.0,2018-11-28 05:00:00,2018-11-28 05:00:00
103.0,127.0,1.944,9.0,53.0,2.0,2018-11-28 06:00:00,2018-11-28 06:00:00
111.0,161.0,2.336,11.0,74.0,3.0,2018-11-28 07:00:00,2018-11-28 07:00:00
119.0,180.0,2.609,11.0,94.0,3.0,2018-11-28 08:00:00,2018-11-28 08:00:00
100.0,156.0,2.615,10.0,90.0,4.0,2018-11-28 09:00:00,2018-11-28 09:00:00
128.0,186.0,2.386,10.0,84.0,9.0,2018-11-28 10:00:00,2018-11-28 10:00:00
125.0,136.0,2.315,10.0,94.0,16.0,2018-11-28 11:00:00,2018-11-28 11:00:00
102.0,126.0,2.33,10.0,90.0,28.0,2018-11-28 12:00:00,2018-11-28 12:00:00
99.0,173.0,2.497,8.0,108.0,5.0,2018-11-28 18:00:00,2018-11-28 18:00:00
136.0,216.0,2.555,8.0,108.0,3.0,2018-11-28 19:00:00,2018-11-28 19:00:00
143.0,195.0,2.612,8.0,105.0,2.0,2018-11-28 20:00:00,2018-11-28 20:00:00
140.0,184.0,2.601,9.0,102.0,2.0,2018-11-28 21:00:00,2018-11-28 21:00:00
144.0,197.0,2.57,10.0,97.0,2.0,2018-11-28 22:00:00,2018-11-28 22:00:00
146.0,188.0,2.542,9.0,87.0,2.0,2018-11-28 23:00:00,2018-11-28 23:00:00
145.0,192.0,2.12,9.0,85.0,2.0,2018-11-29 00:00:00,2018-11-29 00:00:00
153.0,184.0,2.522,9.0,75.0,2.0,2018-11-29 01:00:00,2018-11-29 01:00:00
142.0,174.0,2.198,9.0,66.0,2.0,2018-11-29 02:00:00,2018-11-29 02:00:00
138.0,176.0,2.346,9.0,52.0,2.0,2018-11-29 03:00:00,2018-11-29 03:00:00
119.0,163.0,2.131,9.0,47.0,2.0,2018-11-29 04:00:00,2018-11-29 04:00:00
128.0,162.0,1.634,7.0,48.0,2.0,2018-11-29 05:00:00,2018-11-29 05:00:00
99.0,154.0,1.788,8.0,53.0,3.0,2018-11-29 06:00:00,2018-11-29 06:00:00
120.0,157.0,2.051,10.0,67.0,2.0,2018-11-29 07:00:00,2018-11-29 07:00:00
121.0,193.0,1.966,12.0,81.0,4.0,2018-11-29 08:00:00,2018-11-29 08:00:00
164.0,231.0,1.692,12.0,78.0,12.0,2018-11-29 09:00:00,2018-11-29 09:00:00
170.0,204.0,1.631,14.0,78.0,21.0,2018-11-29 10:00:00,2018-11-29 10:00:00
150.0,178.0,2.044,16.0,108.0,21.0,2018-11-29 11:00:00,2018-11-29 11:00:00
118.0,180.0,1.329,12.0,40.0,100.0,2018-11-29 14:00:00,2018-11-29 14:00:00
92.0,182.0,1.98,13.0,96.0,73.0,2018-11-29 15:00:00,2018-11-29 15:00:00
122.0,215.0,2.886,16.0,108.0,40.0,2018-11-29 16:00:00,2018-11-29 16:00:00
178.0,246.0,2.401,16.0,108.0,6.0,2018-11-29 17:00:00,2018-11-29 17:00:00
132.0,175.0,2.394,17.0,100.0,3.0,2018-11-29 18:00:00,2018-11-29 18:00:00
153.0,178.0,2.256,15.0,87.0,2.0,2018-11-29 19:00:00,2018-11-29 19:00:00
151.0,178.0,2.102,10.0,72.0,7.0,2018-11-29 20:00:00,2018-11-29 20:00:00
133.0,170.0,2.021,9.0,60.0,12.0,2018-11-29 21:00:00,2018-11-29 21:00:00
135.0,186.0,2.025,9.0,64.0,10.0,2018-11-29 22:00:00,2018-11-29 22:00:00
143.0,187.0,1.984,9.0,57.0,12.0,2018-11-29 23:00:00,2018-11-29 23:00:00
157.0,216.0,2.02,8.0,55.0,12.0,2018-11-30 00:00:00,2018-11-30 00:00:00
162.0,215.0,2.138,9.0,66.0,9.0,2018-11-30 01:00:00,2018-11-30 01:00:00
166.0,219.0,2.074,9.0,62.0,10.0,2018-11-30 02:00:00,2018-11-30 02:00:00
158.0,212.0,2.079,8.0,60.0,8.0,2018-11-30 03:00:00,2018-11-30 03:00:00
150.0,206.0,1.966,8.0,47.0,16.0,2018-11-30 04:00:00,2018-11-30 04:00:00
152.0,221.0,1.991,8.0,44.0,18.0,2018-11-30 05:00:00,2018-11-30 05:00:00
167.0,233.0,2.066,9.0,53.0,10.0,2018-11-30 06:00:00,2018-11-30 06:00:00
177.0,230.0,2.142,9.0,55.0,6.0,2018-11-30 07:00:00,2018-11-30 07:00:00
171.0,234.0,2.129,9.0,47.0,10.0,2018-11-30 08:00:00,2018-11-30 08:00:00
175.0,227.0,2.176,9.0,46.0,17.0,2018-11-30 09:00:00,2018-11-30 09:00:00
168.0,228.0,2.134,10.0,43.0,26.0,2018-11-30 10:00:00,2018-11-30 10:00:00
177.0,228.0,1.992,10.0,44.0,42.0,2018-11-30 11:00:00,2018-11-30 11:00:00
166.0,202.0,2.05,10.0,42.0,54.0,2018-11-30 12:00:00,2018-11-30 12:00:00
156.0,196.0,2.036,10.0,45.0,68.0,2018-11-30 13:00:00,2018-11-30 13:00:00
173.0,219.0,2.065,9.0,46.0,76.0,2018-11-30 14:00:00,2018-11-30 14:00:00
171.0,211.0,2.318,10.0,58.0,70.0,2018-11-30 15:00:00,2018-11-30 15:00:00
173.0,230.0,2.166,10.0,68.0,56.0,2018-11-30 16:00:00,2018-11-30 16:00:00
182.8199999999997,247.84499999999935,2.582,10.0,98.0,25.0,2018-11-30 17:00:00,2018-11-30 17:00:00
182.8199999999997,247.84499999999935,2.806,10.0,108.0,9.0,2018-11-30 18:00:00,2018-11-30 18:00:00
182.8199999999997,247.84499999999935,2.536,11.0,108.0,2.0,2018-11-30 19:00:00,2018-11-30 19:00:00
182.8199999999997,247.84499999999935,2.844,12.0,108.0,3.0,2018-11-30 20:00:00,2018-11-30 20:00:00
100.0,135.0,1.059,10.0,32.0,43.0,2018-12-01 12:00:00,2018-12-01 12:00:00
86.0,140.0,0.993,10.0,33.0,48.0,2018-12-01 13:00:00,2018-12-01 13:00:00
76.0,137.0,0.994,9.0,45.0,40.0,2018-12-01 14:00:00,2018-12-01 14:00:00
80.0,151.0,1.073,9.0,59.0,27.0,2018-12-01 15:00:00,2018-12-01 15:00:00
89.0,171.0,1.202,8.0,69.0,16.0,2018-12-01 16:00:00,2018-12-01 16:00:00
96.0,188.0,1.381,8.0,82.0,5.0,2018-12-01 17:00:00,2018-12-01 17:00:00
101.0,177.0,1.4,8.0,81.0,3.0,2018-12-01 18:00:00,2018-12-01 18:00:00
98.0,163.0,1.292,8.0,72.0,8.0,2018-12-01 19:00:00,2018-12-01 19:00:00
94.0,151.0,1.446,8.0,73.0,2.0,2018-12-01 20:00:00,2018-12-01 20:00:00
96.0,141.0,1.426,8.0,69.0,2.0,2018-12-01 21:00:00,2018-12-01 21:00:00
75.0,132.0,1.49,10.0,70.0,2.0,2018-12-01 22:00:00,2018-12-01 22:00:00
70.0,133.0,1.461,9.0,65.0,2.0,2018-12-01 23:00:00,2018-12-01 23:00:00
95.0,122.0,1.279,8.0,64.0,2.0,2018-12-02 00:00:00,2018-12-02 00:00:00
83.0,135.0,1.248,8.0,54.0,6.0,2018-12-02 01:00:00,2018-12-02 01:00:00
100.0,150.0,1.353,9.0,54.0,7.0,2018-12-02 02:00:00,2018-12-02 02:00:00
111.0,159.0,1.536,10.0,59.0,5.0,2018-12-02 03:00:00,2018-12-02 03:00:00
105.0,131.0,1.473,9.0,58.0,3.0,2018-12-02 04:00:00,2018-12-02 04:00:00
112.0,157.0,1.442,9.0,57.0,3.0,2018-12-02 05:00:00,2018-12-02 05:00:00
112.0,147.0,1.481,8.0,56.0,2.0,2018-12-02 06:00:00,2018-12-02 06:00:00
108.0,140.0,1.478,9.0,55.0,3.0,2018-12-02 07:00:00,2018-12-02 07:00:00
98.0,133.0,1.335,9.0,50.0,5.0,2018-12-02 08:00:00,2018-12-02 08:00:00
77.0,134.0,1.233,9.0,47.0,7.0,2018-12-02 09:00:00,2018-12-02 09:00:00
63.0,90.0,1.233,8.0,45.0,9.0,2018-12-02 10:00:00,2018-12-02 10:00:00
81.0,99.0,1.283,8.0,49.0,8.0,2018-12-02 11:00:00,2018-12-02 11:00:00
82.0,108.0,1.334,8.0,53.0,11.0,2018-12-02 12:00:00,2018-12-02 12:00:00
73.0,81.0,1.352,8.0,52.0,11.0,2018-12-02 13:00:00,2018-12-02 13:00:00
72.0,81.0,1.414,8.0,51.0,14.0,2018-12-02 14:00:00,2018-12-02 14:00:00
72.0,83.0,1.423,8.0,56.0,10.0,2018-12-02 15:00:00,2018-12-02 15:00:00
77.0,79.0,1.523,8.0,58.0,4.0,2018-12-02 16:00:00,2018-12-02 16:00:00
64.0,66.0,1.371,8.0,52.0,8.0,2018-12-02 17:00:00,2018-12-02 17:00:00
62.0,66.0,1.406,8.0,56.0,4.0,2018-12-02 18:00:00,2018-12-02 18:00:00
65.0,72.0,1.398,8.0,53.0,4.0,2018-12-02 19:00:00,2018-12-02 19:00:00
54.0,66.0,1.3,7.0,52.0,3.0,2018-12-02 20:00:00,2018-12-02 20:00:00
69.0,76.0,1.353,8.0,53.0,2.0,2018-12-02 21:00:00,2018-12-02 21:00:00
70.0,69.0,1.55,8.0,53.0,2.0,2018-12-02 22:00:00,2018-12-02 22:00:00
69.0,77.0,1.513,8.0,51.0,2.0,2018-12-02 23:00:00,2018-12-02 23:00:00
71.0,74.0,1.593,9.0,54.0,2.0,2018-12-03 00:00:00,2018-12-03 00:00:00
68.0,90.0,1.553,9.0,51.0,2.0,2018-12-03 01:00:00,2018-12-03 01:00:00
76.0,79.0,1.474,8.0,50.0,2.0,2018-12-03 02:00:00,2018-12-03 02:00:00
75.0,84.0,1.529,8.0,46.0,2.0,2018-12-03 03:00:00,2018-12-03 03:00:00
76.0,89.0,1.492,8.0,38.0,3.0,2018-12-03 04:00:00,2018-12-03 04:00:00
103.0,140.0,1.548,8.0,38.0,3.0,2018-12-03 05:00:00,2018-12-03 05:00:00
111.0,158.0,1.645,8.0,39.0,2.0,2018-12-03 06:00:00,2018-12-03 06:00:00
110.0,150.0,1.879,8.0,41.0,3.0,2018-12-03 07:00:00,2018-12-03 07:00:00
109.0,140.0,1.877,10.0,45.0,3.0,2018-12-03 08:00:00,2018-12-03 08:00:00
130.0,168.0,1.888,10.0,47.0,4.0,2018-12-03 09:00:00,2018-12-03 09:00:00
152.0,194.0,1.908,10.0,47.0,3.0,2018-12-03 10:00:00,2018-12-03 10:00:00
143.0,175.0,1.743,10.0,46.0,4.0,2018-12-03 11:00:00,2018-12-03 11:00:00
152.0,182.0,1.641,10.0,42.0,6.0,2018-12-03 12:00:00,2018-12-03 12:00:00
137.0,168.0,1.388,10.0,37.0,10.0,2018-12-03 13:00:00,2018-12-03 13:00:00
129.0,145.0,1.274,9.0,38.0,9.0,2018-12-03 14:00:00,2018-12-03 14:00:00
111.0,129.0,1.208,9.0,39.0,14.0,2018-12-03 15:00:00,2018-12-03 15:00:00
100.0,124.0,1.304,8.0,43.0,10.0,2018-12-03 16:00:00,2018-12-03 16:00:00
103.0,123.0,1.429,8.0,47.0,5.0,2018-12-03 17:00:00,2018-12-03 17:00:00
107.0,122.0,1.455,8.0,50.0,4.0,2018-12-03 18:00:00,2018-12-03 18:00:00
91.0,116.0,1.44,8.0,49.0,2.0,2018-12-03 19:00:00,2018-12-03 19:00:00
93.0,91.0,1.336,8.0,42.0,3.0,2018-12-03 20:00:00,2018-12-03 20:00:00
56.0,50.0,1.307,7.0,36.0,3.0,2018-12-03 21:00:00,2018-12-03 21:00:00
33.0,37.0,1.377,7.0,36.0,2.0,2018-12-03 22:00:00,2018-12-03 22:00:00
7.0,21.0,1.343,7.0,31.0,3.0,2018-12-03 23:00:00,2018-12-03 23:00:00
22.0,6.0,1.39,7.0,30.0,4.0,2018-12-04 00:00:00,2018-12-04 00:00:00
40.0,28.0,2.011,6.0,37.0,2.0,2018-12-04 01:00:00,2018-12-04 01:00:00
13.0,15.0,2.123,6.0,33.0,4.0,2018-12-04 02:00:00,2018-12-04 02:00:00
12.0,10.0,1.743,6.0,29.0,5.0,2018-12-04 03:00:00,2018-12-04 03:00:00
12.0,9.0,1.032,7.0,18.0,17.0,2018-12-04 04:00:00,2018-12-04 04:00:00
10.0,8.0,0.974,7.0,20.0,19.0,2018-12-04 05:00:00,2018-12-04 05:00:00
11.0,12.0,0.949,6.0,23.0,18.0,2018-12-04 06:00:00,2018-12-04 06:00:00
12.0,12.0,0.964,6.0,27.0,19.0,2018-12-04 07:00:00,2018-12-04 07:00:00
7.0,13.0,0.974,6.0,27.0,22.0,2018-12-04 08:00:00,2018-12-04 08:00:00
33.0,33.0,0.929,6.0,27.0,25.0,2018-12-04 09:00:00,2018-12-04 09:00:00
47.0,62.0,0.868,6.0,24.0,32.0,2018-12-04 10:00:00,2018-12-04 10:00:00
49.0,78.0,0.803,7.0,27.0,29.0,2018-12-04 11:00:00,2018-12-04 11:00:00
54.0,95.0,0.744,7.0,23.0,32.0,2018-12-04 12:00:00,2018-12-04 12:00:00
48.0,79.0,0.732,7.0,25.0,27.0,2018-12-04 13:00:00,2018-12-04 13:00:00
38.0,74.0,0.654,7.0,25.0,29.0,2018-12-04 14:00:00,2018-12-04 14:00:00
24.0,56.0,0.631,7.0,32.0,24.0,2018-12-04 15:00:00,2018-12-04 15:00:00
26.0,53.0,0.651,7.0,34.0,21.0,2018-12-04 16:00:00,2018-12-04 16:00:00
24.0,62.0,0.663,7.0,32.0,24.0,2018-12-04 17:00:00,2018-12-04 17:00:00
24.0,62.0,0.639,9.0,28.0,29.0,2018-12-04 18:00:00,2018-12-04 18:00:00
21.0,54.0,0.598,11.0,27.0,32.0,2018-12-04 19:00:00,2018-12-04 19:00:00
21.0,56.0,0.607,8.0,22.0,36.0,2018-12-04 20:00:00,2018-12-04 20:00:00
19.0,48.0,0.694,7.0,22.0,36.0,2018-12-04 21:00:00,2018-12-04 21:00:00
27.0,54.0,0.629,7.0,20.0,39.0,2018-12-04 22:00:00,2018-12-04 22:00:00
27.0,57.0,0.572,6.0,20.0,38.0,2018-12-04 23:00:00,2018-12-04 23:00:00
17.0,62.0,0.548,7.0,18.0,38.0,2018-12-05 00:00:00,2018-12-05 00:00:00
21.0,66.0,0.571,7.0,17.0,40.0,2018-12-05 01:00:00,2018-12-05 01:00:00
20.0,67.0,0.533,7.0,14.0,45.0,2018-12-05 02:00:00,2018-12-05 02:00:00
19.0,74.0,0.527,7.0,15.0,43.0,2018-12-05 03:00:00,2018-12-05 03:00:00
22.0,80.0,0.541,7.0,16.0,43.0,2018-12-05 04:00:00,2018-12-05 04:00:00
13.0,79.0,0.559,8.0,18.0,40.0,2018-12-05 05:00:00,2018-12-05 05:00:00
20.0,79.0,0.598,9.0,25.0,36.0,2018-12-05 06:00:00,2018-12-05 06:00:00
23.0,83.0,0.634,10.0,27.0,37.0,2018-12-05 07:00:00,2018-12-05 07:00:00
25.0,88.0,0.624,9.0,27.0,39.0,2018-12-05 08:00:00,2018-12-05 08:00:00
20.0,86.0,0.578,8.0,20.0,49.0,2018-12-05 09:00:00,2018-12-05 09:00:00
21.0,82.0,0.602,7.0,19.0,50.0,2018-12-05 10:00:00,2018-12-05 10:00:00
19.0,74.0,0.67,8.0,21.0,47.0,2018-12-05 11:00:00,2018-12-05 11:00:00
24.0,72.0,0.686,7.0,24.0,46.0,2018-12-05 12:00:00,2018-12-05 12:00:00
20.0,70.0,0.717,8.0,27.0,43.0,2018-12-05 13:00:00,2018-12-05 13:00:00
20.0,68.0,0.691,8.0,32.0,36.0,2018-12-05 14:00:00,2018-12-05 14:00:00
21.0,66.0,0.717,9.0,30.0,37.0,2018-12-05 15:00:00,2018-12-05 15:00:00
19.0,73.0,0.785,8.0,36.0,32.0,2018-12-05 16:00:00,2018-12-05 16:00:00
21.0,69.0,0.858,8.0,44.0,20.0,2018-12-05 17:00:00,2018-12-05 17:00:00
29.0,65.0,0.895,7.0,47.0,12.0,2018-12-05 18:00:00,2018-12-05 18:00:00
28.0,44.0,0.728,6.0,42.0,16.0,2018-12-05 19:00:00,2018-12-05 19:00:00
24.0,29.0,0.666,6.0,35.0,20.0,2018-12-05 20:00:00,2018-12-05 20:00:00
16.0,20.0,0.605,6.0,25.0,31.0,2018-12-05 21:00:00,2018-12-05 21:00:00
10.0,15.0,0.579,7.0,16.0,46.0,2018-12-05 22:00:00,2018-12-05 22:00:00
8.0,6.0,0.547,6.0,13.0,51.0,2018-12-05 23:00:00,2018-12-05 23:00:00
15.0,6.0,0.512,6.0,9.0,55.0,2018-12-06 00:00:00,2018-12-06 00:00:00
8.0,6.0,0.506,6.0,10.0,54.0,2018-12-06 01:00:00,2018-12-06 01:00:00
7.0,6.0,0.512,5.0,8.0,57.0,2018-12-06 02:00:00,2018-12-06 02:00:00
7.0,6.0,0.481,5.0,8.0,57.0,2018-12-06 03:00:00,2018-12-06 03:00:00
13.0,6.0,0.496,5.0,12.0,52.0,2018-12-06 04:00:00,2018-12-06 04:00:00
7.0,6.0,0.472,6.0,11.0,56.0,2018-12-06 05:00:00,2018-12-06 05:00:00
7.0,8.0,0.503,6.0,17.0,48.0,2018-12-06 06:00:00,2018-12-06 06:00:00
9.0,6.0,0.573,7.0,21.0,46.0,2018-12-06 07:00:00,2018-12-06 07:00:00
7.0,7.0,0.57,7.0,19.0,48.0,2018-12-06 08:00:00,2018-12-06 08:00:00
7.0,9.0,0.534,7.0,25.0,40.0,2018-12-06 09:00:00,2018-12-06 09:00:00
16.0,16.0,0.549,6.0,29.0,36.0,2018-12-06 10:00:00,2018-12-06 10:00:00
7.0,16.0,0.568,6.0,29.0,34.0,2018-12-06 11:00:00,2018-12-06 11:00:00
49.0,86.0,0.793,8.0,27.0,20.0,2018-12-07 00:00:00,2018-12-07 00:00:00
63.0,89.0,0.93,8.0,33.0,15.0,2018-12-07 01:00:00,2018-12-07 01:00:00
71.0,110.0,1.002,8.0,30.0,16.0,2018-12-07 02:00:00,2018-12-07 02:00:00
61.0,100.0,0.707,9.0,21.0,22.0,2018-12-07 03:00:00,2018-12-07 03:00:00
46.0,73.0,0.474,8.0,15.0,26.0,2018-12-07 04:00:00,2018-12-07 04:00:00
26.0,60.0,0.366,8.0,16.0,28.0,2018-12-07 05:00:00,2018-12-07 05:00:00
12.0,50.0,0.383,8.0,18.0,28.0,2018-12-07 06:00:00,2018-12-07 06:00:00
27.0,47.0,0.422,9.0,25.0,26.0,2018-12-07 07:00:00,2018-12-07 07:00:00
19.0,44.0,0.416,8.0,25.0,26.0,2018-12-07 08:00:00,2018-12-07 08:00:00
17.0,56.0,0.356,8.0,24.0,27.0,2018-12-07 09:00:00,2018-12-07 09:00:00
18.0,43.0,0.331,8.0,27.0,28.0,2018-12-07 10:00:00,2018-12-07 10:00:00
11.0,28.0,0.303,7.0,25.0,30.0,2018-12-07 11:00:00,2018-12-07 11:00:00
11.0,28.0,0.252,8.0,24.0,31.0,2018-12-07 12:00:00,2018-12-07 12:00:00
14.0,31.0,0.272,10.0,27.0,31.0,2018-12-07 13:00:00,2018-12-07 13:00:00
18.0,38.0,0.284,9.0,27.0,29.0,2018-12-07 14:00:00,2018-12-07 14:00:00
16.0,42.0,0.302,8.0,31.0,28.0,2018-12-07 15:00:00,2018-12-07 15:00:00
16.0,42.0,0.265,8.0,26.0,31.0,2018-12-07 16:00:00,2018-12-07 16:00:00
15.0,39.0,0.255,8.0,26.0,34.0,2018-12-07 17:00:00,2018-12-07 17:00:00
22.0,45.0,0.267,8.0,29.0,33.0,2018-12-07 18:00:00,2018-12-07 18:00:00
17.0,43.0,0.299,8.0,31.0,30.0,2018-12-07 19:00:00,2018-12-07 19:00:00
17.0,43.0,0.264,9.0,30.0,30.0,2018-12-07 20:00:00,2018-12-07 20:00:00
20.0,39.0,0.24,10.0,33.0,29.0,2018-12-07 21:00:00,2018-12-07 21:00:00
15.0,44.0,0.207,9.0,28.0,32.0,2018-12-07 22:00:00,2018-12-07 22:00:00
16.0,35.0,0.193,10.0,22.0,36.0,2018-12-07 23:00:00,2018-12-07 23:00:00
21.0,37.0,0.186,10.0,19.0,39.0,2018-12-08 00:00:00,2018-12-08 00:00:00
14.0,40.0,0.178,10.0,18.0,39.0,2018-12-08 01:00:00,2018-12-08 01:00:00
26.0,38.0,0.159,12.0,18.0,40.0,2018-12-08 02:00:00,2018-12-08 02:00:00
20.0,41.0,0.153,10.0,16.0,40.0,2018-12-08 03:00:00,2018-12-08 03:00:00
17.0,44.0,0.18,10.0,14.0,44.0,2018-12-08 04:00:00,2018-12-08 04:00:00
22.0,39.0,0.218,15.0,21.0,44.0,2018-12-08 05:00:00,2018-12-08 05:00:00
27.0,48.0,0.295,14.0,26.0,40.0,2018-12-08 06:00:00,2018-12-08 06:00:00
24.0,45.0,0.321,12.0,29.0,38.0,2018-12-08 07:00:00,2018-12-08 07:00:00
23.0,55.0,0.318,13.0,31.0,38.0,2018-12-08 08:00:00,2018-12-08 08:00:00
28.0,56.0,0.305,14.0,30.0,41.0,2018-12-08 09:00:00,2018-12-08 09:00:00
25.0,67.0,0.255,15.0,30.0,44.0,2018-12-08 10:00:00,2018-12-08 10:00:00
36.0,58.0,0.252,18.0,31.0,45.0,2018-12-08 11:00:00,2018-12-08 11:00:00
31.0,73.0,0.248,16.0,28.0,47.0,2018-12-08 12:00:00,2018-12-08 12:00:00
26.0,59.0,0.243,16.0,32.0,46.0,2018-12-08 13:00:00,2018-12-08 13:00:00
24.0,56.0,0.25,14.0,28.0,48.0,2018-12-08 14:00:00,2018-12-08 14:00:00
29.0,61.0,0.267,14.0,33.0,48.0,2018-12-08 15:00:00,2018-12-08 15:00:00
37.0,59.0,0.245,14.0,33.0,47.0,2018-12-08 16:00:00,2018-12-08 16:00:00
29.0,55.0,0.354,14.0,37.0,45.0,2018-12-08 17:00:00,2018-12-08 17:00:00
29.0,66.0,0.405,19.0,36.0,44.0,2018-12-08 18:00:00,2018-12-08 18:00:00
35.0,64.0,0.442,18.0,38.0,42.0,2018-12-08 19:00:00,2018-12-08 19:00:00
40.0,65.0,0.482,13.0,38.0,42.0,2018-12-08 20:00:00,2018-12-08 20:00:00
36.0,73.0,0.476,17.0,39.0,41.0,2018-12-08 21:00:00,2018-12-08 21:00:00
35.0,68.0,0.482,16.0,39.0,40.0,2018-12-08 22:00:00,2018-12-08 22:00:00
44.0,72.0,0.493,19.0,35.0,41.0,2018-12-08 23:00:00,2018-12-08 23:00:00
41.0,85.0,0.517,16.0,32.0,40.0,2018-12-09 00:00:00,2018-12-09 00:00:00
43.0,70.0,0.523,16.0,30.0,40.0,2018-12-09 01:00:00,2018-12-09 01:00:00
36.0,63.0,0.49,18.0,29.0,41.0,2018-12-09 02:00:00,2018-12-09 02:00:00
36.0,55.0,0.447,14.0,23.0,47.0,2018-12-09 03:00:00,2018-12-09 03:00:00
31.0,49.0,0.324,12.0,25.0,48.0,2018-12-09 04:00:00,2018-12-09 04:00:00
32.0,48.0,0.281,21.0,29.0,48.0,2018-12-09 05:00:00,2018-12-09 05:00:00
28.0,42.0,0.288,22.0,32.0,46.0,2018-12-09 06:00:00,2018-12-09 06:00:00
